"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","SOS SEASON","ECR VS. ADP"
"736",16,"Britain Covey",PHI,"WR254","10","4 out of 5 stars","-"
"737",16,"Byron Pringle",FA,"WR255","-","-","-"
"738",16,"Charlie Jones",CIN,"WR256","6","4 out of 5 stars","-"
"739",16,"Chris Blair",ATL,"WR257","11","3 out of 5 stars","-"
"740",16,"Cody Thompson",FA,"WR258","-","-","-"
"741",16,"Danny Gray",PHI,"WR259","10","4 out of 5 stars","-"
"742",16,"Daurice Fountain",FA,"WR260","-","-","-"
"743",16,"Equanimeous St. Brown",FA,"WR261","-","-","-"
"744",16,"Isaiah McKenzie",FA,"WR262","-","-","-"
"745",16,"Jacob Cowing",SF,"WR263","8","2 out of 5 stars","-354"
"746",16,"Jalen Guyton",FA,"WR264","-","-","-"
"747",16,"Jalen Reagor",MIA,"WR265","6","3 out of 5 stars","-"
"748",16,"Jalin Hyatt",NYG,"WR266","8","4 out of 5 stars","-"
"749",16,"James Proche II",FA,"WR267","-","-","-"
"750",16,"Javon Baker",FA,"WR268","-","-","-"
"751",16,"Johnny Wilson",PHI,"WR269","10","4 out of 5 stars","-"
"752",16,"Justin Shorter",LV,"WR270","13","2 out of 5 stars","-"
"753",16,"Laquon Treadwell",IND,"WR271","13","4 out of 5 stars","-"
"754",16,"Laviska Shenault Jr.",FA,"WR272","-","-","-"
"755",16,"Malachi Corley",CLE,"WR273","11","3 out of 5 stars","-"
"756",16,"Nick Nash",WAS,"WR274","7","2 out of 5 stars","-"
"757",16,"Nikko Remigio",KC,"WR275","5","2 out of 5 stars","-"
"758",16,"Rakim Jarrett",FA,"WR276","-","-","-"
"759",16,"Tejhaun Palmer",ARI,"WR277","14","2 out of 5 stars","-"
"760",16,"Tim Jones",JAC,"WR278","7","4 out of 5 stars","-"
"761",16,"Trey Palmer",NO,"WR279","8","3 out of 5 stars","-"
"762",16,"Trishton Jackson",FA,"WR280","-","-","-"
"763",16,"Xavier Gipson",NYG,"WR281","8","4 out of 5 stars","-"
"764",16,"Zach Pascal",FA,"WR282","-","-","-"
"765",16,"Ross Travis",FA,"TE162","-","-","-"
"766",16,"Mazeo Bennett",FA,"WR283","-","-","-"
